省份,流域,断面名称,监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L),叶绿素α(mg/L),藻密度(cells/L),站点情况
广西壮族自治区,珠江流域,德天, ,,--,--,--,--,--,--,--,--,--,*,*,维护
广西壮族自治区,珠江流域,八角电站, ,,--,--,--,--,--,--,--,*,*,*,*,维护
广西壮族自治区,珠江流域,平而关, ,,--,--,--,--,--,--,--,*,*,*,*,维护
广西壮族自治区,珠江流域,那弄,02-28 20:00,Ⅱ,20.5,7.08,8.53,59.4,5.5,2.02,0.060,0.012,0.41,*,*,正常
广西壮族自治区,珠江流域,上金,02-28 20:00,Ⅰ,21.1,7.47,9.69,107.1,3.5,1.58,0.027,0.012,0.92,*,*,正常
广西壮族自治区,珠江流域,渠立,02-28 20:00,Ⅰ,20.2,8.09,9.40,266.4,3.0,0.94,0.030,0.008,1.22,*,*,正常
广西壮族自治区,珠江流域,棉江,02-28 20:00,Ⅰ,21.2,7.89,8.77,207.5,8.1,1.09,0.029,0.010,0.94,*,*,正常
海南省,珠江流域,铁桥, ,,--,--,--,--,--,--,--,*,*,*,*,维护
海南省,珠江流域,龙塘,02-28 16:00,Ⅱ,22.7,7.24,7.90,118.1,12.2,1.97,0.025,0.067,1.69,*,*,正常
海南省,珠江流域,儒房,02-28 20:00,Ⅱ,21.9,8.30,10.12,20651.5,10.9,2.36,0.203,0.052,1.37,*,*,正常
海南省,珠江流域,演州河河口,02-28 20:00,Ⅱ,21.2,6.74,6.16,2927.2,6.5,3.76,0.161,0.067,1.25,*,*,正常
海南省,珠江流域,后黎村,02-28 20:00,Ⅱ,21.8,7.41,8.70,95.4,23.9,1.69,0.025,0.053,0.78,*,*,正常
海南省,珠江流域,水库出口(大隆水库出口),02-28 16:00,Ⅰ,26.8,7.97,8.01,107.7,0.3,1.68,0.025,0.007,0.38,0.002,1656230.00,正常
海南省,珠江流域,林家村,02-28 20:00,Ⅱ,26.1,8.05,8.85,306.4,18.5,2.22,0.044,0.032,0.45,*,*,正常
海南省,珠江流域,崖城大桥,02-28 20:00,Ⅱ,25.5,7.25,8.73,127.7,7.1,2.54,0.409,0.073,1.06,*,*,正常
海南省,珠江流域,藤桥河大桥,02-28 20:00,Ⅲ,25.6,7.88,7.74,22511.7,5.2,4.11,0.532,0.036,0.48,*,*,正常
海南省,珠江流域,南丰库心(海南),02-28 12:00,Ⅰ,21.7,7.67,8.48,66.3,3.4,0.94,0.025,0.005,0.25,0.017,213649,正常
海南省,珠江流域,上村桥,02-28 20:00,Ⅱ,24.1,7.20,6.50,245.2,31.1,2.10,0.025,0.040,1.12,*,*,正常
海南省,珠江流域,中和桥,02-28 20:00,Ⅲ,22.9,7.72,9.78,1014.7,30.5,3.51,0.062,0.102,2.11,*,*,正常
海南省,珠江流域,汀洲(丹村),02-28 16:00,Ⅱ,21.5,7.55,9.55,86.7,8.5,1.47,0.025,0.030,0.97,*,*,正常
海南省,珠江流域,龙江,02-28 20:00,Ⅱ,22.1,7.26,9.10,81.6,14.4,1.28,0.025,0.027,0.81,*,*,正常
海南省,珠江流域,溪仔村,02-28 20:00,Ⅱ,22.1,6.76,7.81,89.7,6.8,1.45,0.025,0.033,1.03,*,*,正常
海南省,珠江流域,羊头外村桥,02-28 20:00,Ⅲ,22.1,7.74,10.72,162.0,26.5,4.77,0.025,0.075,1.58,*,*,正常
海南省,珠江流域,农垦橡胶所一队,02-28 20:00,Ⅰ,21.0,7.02,7.65,79.1,4.1,0.79,0.025,0.019,1.40,*,*,正常
海南省,珠江流域,水涯新区,02-28 20:00,Ⅲ,23.2,7.36,7.14,9509.2,3.9,2.98,0.614,0.029,1.46,*,*,正常
海南省,珠江流域,坡柳水闸,02-28 20:00,Ⅳ,21.8,8.12,10.83,151.3,12.7,9.45,0.025,0.126,1.38,*,*,正常
海南省,珠江流域,分洪桥,02-28 20:00,Ⅱ,23.1,6.74,10.07,379.5,8.6,2.48,0.025,0.039,0.87,*,*,正常
海南省,珠江流域,和乐桥,02-28 20:00,Ⅱ,23.5,6.58,9.43,133.5,25.2,3.25,0.095,0.086,1.99,*,*,正常
海南省,珠江流域,后安桥,02-28 20:00,Ⅱ,22.6,7.60,11.85,99.8,7.6,1.72,0.025,0.036,1.30,*,*,正常
海南省,珠江流域,后山村,02-28 20:00,Ⅳ,22.7,6.56,4.31,155.7,18.3,3.44,0.773,0.139,2.64,*,*,正常
海南省,珠江流域,水库库心(大广坝水库出口),02-28 16:00,Ⅰ,22.4,7.29,8.28,92.4,13.0,1.80,0.025,0.008,0.38,0.024,9931800,正常
海南省,珠江流域,罗带铁路桥, ,,--,--,--,--,--,--,--,--,--,*,*,不具备运行条件
海南省,珠江流域,山口,02-28 20:00,Ⅱ,22.9,7.30,7.92,101.6,--,1.68,0.034,0.038,0.87,*,*,维护
海南省,珠江流域,白仞滩电站,02-28 20:00,Ⅱ,21.0,7.46,8.09,126.8,18.4,2.00,0.087,0.092,1.08,*,*,正常
海南省,珠江流域,大风(昌化),02-28 16:00,Ⅱ,25.8,8.60,8.25,150.0,5.8,1.71,0.025,0.045,1.10,*,*,正常
海南省,珠江流域,叉河口,02-28 20:00,Ⅱ,26.0,8.15,7.79,341.2,8.8,2.37,0.059,0.079,2.15,*,*,正常
海南省,珠江流域,乐中,02-28 20:00,Ⅱ,23.8,8.14,8.40,114.0,13.9,1.39,0.025,0.032,0.44,*,*,正常
海南省,珠江流域,跨界桥,02-28 20:00,Ⅱ,25.5,8.38,8.35,96.8,6.2,2.08,0.025,0.026,0.38,*,*,正常
海南省,珠江流域,乐罗,02-28 20:00,,26.6,8.89,13.15,188.1,32.9,--,--,--,--,*,*,维护
海南省,珠江流域,群英大坝,02-28 20:00,Ⅱ,24.1,7.02,7.92,109.0,16.2,3.52,0.025,0.052,0.95,*,*,正常
海南省,珠江流域,大溪村,02-28 20:00,Ⅲ,23.7,8.60,10.70,8790.8,8.3,4.29,0.188,0.064,1.07,*,*,正常
重庆市,长江流域,晒网坝,02-28 20:00,Ⅱ,14.4,8.04,9.60,495.5,5.1,0.82,0.027,0.024,1.05,*,*,正常
重庆市,长江流域,向家,02-28 20:00,Ⅱ,12.3,8.11,11.86,379.3,24.1,2.52,0.037,0.043,1.17,*,*,正常
重庆市,长江流域,长滩,02-28 20:00,,10.9,7.91,12.46,343.3,4.5,--,--,--,--,*,*,维护
重庆市,长江流域,清溪场,02-28 20:00,Ⅱ,14.1,7.88,10.09,499.3,13.4,0.99,0.056,0.031,1.33,*,*,正常
重庆市,长江流域,木瓜洞,02-28 20:00,Ⅱ,14.3,8.25,10.61,492.9,3.0,3.46,0.029,0.032,0.83,*,*,正常
重庆市,长江流域,丰收坝,02-28 20:00,Ⅱ,13.6,8.65,9.85,486.8,8.5,1.26,0.265,0.026,1.10,*,*,正常
重庆市,长江流域,寸滩, ,,--,--,--,--,--,--,--,--,--,*,*,维护
重庆市,长江流域,和尚山,02-28 20:00,Ⅰ,15.8,7.86,9.79,481.0,7.7,0.42,0.041,0.017,1.04,*,*,正常
重庆市,长江流域,北温泉,02-28 20:00,Ⅰ,12.8,7.88,10.64,348.1,4.7,1.06,0.091,0.005,0.62,*,*,正常
重庆市,长江流域,寨溪大桥,02-28 20:00,Ⅱ,15.6,7.97,9.52,1339.0,8.7,2.82,0.498,0.035,2.99,*,*,正常
重庆市,长江流域,石门坎,02-28 20:00,Ⅰ,14.3,8.33,10.54,507.2,3.1,0.58,0.025,0.009,1.36,*,*,正常
重庆市,长江流域,玉滩水库,02-28 20:00,Ⅱ,14.3,8.11,10.42,581.3,0.9,2.05,0.025,0.019,--,0.027,1098077,维护
重庆市,长江流域,御临镇,02-28 20:00,,14.5,8.80,--,608.2,6.5,4.00,0.025,0.044,1.82,*,*,维护
重庆市,长江流域,黎家乡崔家岩村,02-28 20:00,Ⅲ,12.8,8.35,13.77,509.0,6.8,4.22,0.069,0.025,1.16,*,*,正常
重庆市,长江流域,运输桥,02-28 20:00,Ⅲ,12.9,7.91,11.01,429.5,8.1,4.26,0.025,0.091,1.26,*,*,正常
重庆市,长江流域,六剑滩,02-28 16:00,Ⅳ,13.4,8.51,12.58,564.4,6.9,7.08,0.365,0.137,5.20,*,*,正常
重庆市,长江流域,支坪街道,02-28 20:00,Ⅰ,15.5,7.99,12.17,810.6,6.7,1.69,0.025,0.008,2.06,*,*,正常
重庆市,长江流域,江津大桥,02-28 20:00,Ⅱ,15.4,7.72,9.83,488.5,11.9,0.80,0.025,0.022,1.09,*,*,正常
重庆市,长江流域,朱杨溪,02-28 20:00,Ⅲ,14.5,8.17,10.41,992.4,8.8,4.70,0.044,0.066,6.44,*,*,正常
重庆市,长江流域,北渡,02-28 20:00,Ⅱ,14.7,7.61,9.67,827.8,8.2,1.80,0.325,0.056,2.06,*,*,正常
重庆市,长江流域,白杨溪,02-28 20:00,Ⅰ,15.1,7.71,11.59,197.5,3.3,1.58,0.025,0.018,1.55,*,*,正常
重庆市,长江流域,金子(老),02-28 20:00,Ⅱ,12.7,8.10,9.89,412.8,9.4,0.34,0.086,0.023,1.35,*,*,正常
重庆市,长江流域,太和,02-28 20:00,Ⅱ,13.5,8.51,15.73,458.3,7.3,1.48,0.025,0.023,1.87,*,*,正常
重庆市,长江流域,官渡,02-28 20:00,Ⅱ,12.4,8.69,14.51,357.9,7.0,3.03,0.025,0.051,1.89,*,*,正常
重庆市,长江流域,临渡,02-28 20:00,Ⅱ,13.4,8.23,10.96,655.0,8.0,2.40,0.066,0.040,2.34,*,*,正常
重庆市,长江流域,码头,02-28 20:00,Ⅳ,11.8,8.52,13.06,530.3,5.7,5.94,0.025,0.202,2.59,*,*,正常
重庆市,长江流域,黄桷,02-28 20:00,Ⅱ,14.4,8.30,9.85,815.3,6.6,2.28,0.235,0.046,1.67,*,*,正常
重庆市,长江流域,朱沱,02-28 16:00,Ⅱ,16.3,7.99,10.07,490.0,7.8,0.97,0.025,0.024,0.94,*,*,正常
重庆市,长江流域,四明水厂,02-28 20:00,Ⅲ,16.3,8.46,14.05,439.6,29.0,4.98,0.025,0.028,1.08,*,*,正常
重庆市,长江流域,金狮桥,02-28 20:00,Ⅰ,11.9,8.25,9.87,266.5,5.7,0.92,0.080,0.007,0.78,*,*,正常
重庆市,长江流域,两河口,02-28 20:00,Ⅲ,16.1,8.73,17.30,945.4,10.9,5.47,0.025,0.096,4.07,*,*,正常
重庆市,长江流域,中和,02-28 20:00,,14.3,8.73,--,581.1,4.2,5.26,0.025,0.027,1.59,*,*,维护
重庆市,长江流域,玉溪,02-28 20:00,Ⅱ,12.8,8.33,12.55,490.3,15.8,1.41,0.025,0.030,1.85,*,*,正常
重庆市,长江流域,高洞电站,02-28 20:00,劣Ⅴ,15.3,9.04,27.67,706.9,9.7,10.42,0.025,0.143,5.66,*,*,正常
重庆市,长江流域,李家碥,02-28 20:00,Ⅲ,14.8,8.20,12.71,555.9,2.9,5.81,0.025,0.044,1.78,*,*,正常
重庆市,长江流域,巫山乡,02-28 20:00,Ⅱ,12.7,8.27,7.17,275.0,5.4,3.08,0.025,0.042,1.52,*,*,正常
重庆市,长江流域,锣鹰,02-28 20:00,Ⅱ,12.7,8.03,10.37,423.6,17.3,0.81,0.025,0.034,2.81,*,*,正常
重庆市,长江流域,鸭江镇,02-28 20:00,Ⅱ,14.1,8.33,11.78,974.2,2.5,1.50,0.025,0.024,3.44,*,*,正常
重庆市,长江流域,江口镇,02-28 20:00,Ⅰ,12.0,8.09,9.03,407.7,3.3,0.59,0.025,0.007,1.26,*,*,正常
重庆市,长江流域,白马,02-28 20:00,Ⅱ,14.0,7.92,8.71,483.9,20.3,0.94,0.025,0.048,2.50,*,*,正常
重庆市,长江流域,土堡寨,02-28 20:00,Ⅰ,12.3,8.04,10.50,524.0,31.8,0.36,0.025,0.018,1.08,*,*,正常
重庆市,长江流域,水寨子,02-28 20:00,Ⅰ,11.8,8.37,12.12,276.0,3.3,1.03,0.025,0.017,0.72,*,*,正常
重庆市,长江流域,湖海场,02-28 20:00,Ⅲ,12.1,8.57,11.99,381.1,8.9,3.72,0.253,0.147,3.24,*,*,正常
重庆市,长江流域,卫星桥,02-28 20:00,Ⅱ,12.8,8.42,10.54,403.4,8.4,2.80,0.025,0.017,1.34,*,*,正常
重庆市,长江流域,高洞梁,02-28 20:00,Ⅱ,13.5,8.53,12.71,523.5,11.4,2.12,0.033,0.030,1.00,*,*,正常
重庆市,长江流域,苏家,02-28 20:00,Ⅱ,14.3,8.15,9.07,471.8,7.4,0.88,0.046,0.034,1.28,*,*,正常
重庆市,长江流域,清水湖渡口,02-28 20:00,Ⅰ,14.0,8.08,9.66,341.7,1.7,1.08,0.025,0.009,1.50,*,*,正常
重庆市,长江流域,小江河口,02-28 20:00,Ⅱ,14.4,8.08,9.76,451.8,16.3,1.05,0.033,0.031,1.18,*,*,正常
重庆市,长江流域,汤溪河江口,02-28 20:00,Ⅱ,13.6,8.43,9.17,311.6,91.5,0.54,0.025,0.028,1.29,*,*,正常
重庆市,长江流域,罗汉大桥,02-28 20:00,Ⅱ,14.1,8.48,10.07,282.3,9.2,1.04,0.033,0.028,1.97,*,*,正常
重庆市,长江流域,白帝城,02-28 20:00,Ⅱ,13.9,8.04,9.24,467.5,2.5,0.79,0.056,0.030,0.96,*,*,正常
重庆市,长江流域,培石,02-28 20:00,Ⅱ,13.8,8.14,9.31,488.0,3.3,0.69,0.037,0.037,1.30,*,*,正常
重庆市,长江流域,花台,02-28 20:00,Ⅰ,14.0,8.03,10.02,540.4,9.3,0.33,0.025,0.014,1.15,*,*,正常
重庆市,长江流域,化杠,02-28 20:00,Ⅰ,7.3,8.08,8.85,135.3,1.2,0.52,0.035,0.017,0.90,*,*,正常
重庆市,长江流域,小河,02-28 20:00,Ⅰ,12.6,8.35,10.84,374.3,15.3,0.83,0.025,0.011,0.98,*,*,正常
重庆市,长江流域,万木,02-28 20:00,Ⅱ,13.6,8.48,10.11,464.5,1.8,0.63,0.025,0.041,2.64,*,*,正常
重庆市,长江流域,红花村,02-28 20:00,Ⅰ,12.7,8.30,12.82,348.5,1.6,0.80,0.025,0.019,1.94,*,*,正常
重庆市,长江流域,南洞沟,02-28 20:00,Ⅰ,12.2,8.18,10.40,337.9,15.8,0.81,0.025,0.007,2.20,*,*,正常
重庆市,长江流域,郁江桥,02-28 20:00,Ⅰ,13.6,8.28,11.81,504.3,4.5,0.95,0.049,0.016,0.86,*,*,正常
四川省,长江流域,都江堰水文站,02-28 20:00,,8.5,8.21,9.41,293.4,4.9,--,0.025,0.009,0.50,*,*,维护
四川省,长江流域,201医院,02-28 20:00,Ⅲ,14.3,8.14,10.39,688.7,61.5,2.20,0.400,0.198,4.67,*,*,正常
四川省,长江流域,二江寺,02-28 20:00,Ⅱ,13.4,8.15,9.37,464.4,28.2,1.99,0.117,0.082,2.46,*,*,正常
四川省,长江流域,岳店子下,02-28 16:00,Ⅱ,14.3,8.45,11.44,415.7,16.8,1.51,0.045,0.076,1.37,*,*,正常
四川省,长江流域,三邑大桥,02-28 20:00,Ⅰ,12.4,8.24,10.54,303.2,18.5,0.91,0.025,0.019,1.14,*,*,正常
四川省,长江流域,宏缘,02-28 20:00,Ⅱ,13.1,8.26,10.41,627.9,7.0,1.43,0.077,0.085,2.53,*,*,正常
四川省,长江流域,李家湾,02-28 20:00,Ⅱ,13.7,8.48,10.69,654.2,10.8,1.49,0.100,0.045,2.97,*,*,正常
四川省,长江流域,廖家堰,02-28 20:00,Ⅱ,15.1,8.23,10.40,1640.0,4.7,3.69,0.113,0.060,2.93,*,*,正常
四川省,长江流域,脚仙村,02-28 20:00,Ⅱ,13.4,8.00,10.62,613.8,14.5,2.22,0.025,0.048,2.79,*,*,正常
四川省,长江流域,龙洞,02-28 20:00,Ⅰ,13.0,8.29,9.25,986.0,1.2,1.07,0.025,0.005,0.45,*,*,正常
四川省,长江流域,倮果,02-28 16:00,Ⅰ,13.5,8.45,10.23,1004.3,1.8,0.82,0.025,0.006,0.42,*,*,正常
四川省,长江流域,雅砻江口,02-28 16:00,Ⅰ,13.1,8.24,10.25,272.0,4.4,0.39,0.025,0.006,0.39,*,*,正常
四川省,长江流域,柏枝,02-28 16:00,,12.3,8.33,9.87,293.2,1.7,--,0.025,0.005,0.41,*,*,维护
四川省,长江流域,湾凼,02-28 20:00,Ⅲ,15.6,8.20,13.13,592.1,14.7,5.80,0.025,0.087,0.53,*,*,正常
四川省,长江流域,手爬岩,02-28 20:00,Ⅰ,14.9,8.03,9.42,485.1,20.9,0.86,0.025,0.017,0.80,*,*,正常
四川省,长江流域,沱江大桥(沱江二桥),02-28 20:00,Ⅱ,14.3,8.30,10.58,640.8,9.7,1.10,0.025,0.044,3.22,*,*,正常
四川省,长江流域,大磨子,02-28 20:00,Ⅱ,14.1,8.27,11.34,645.4,9.5,1.56,0.049,0.041,2.86,*,*,正常
四川省,长江流域,泸天化大桥,02-28 20:00,Ⅱ,15.5,7.96,9.58,480.8,6.2,2.10,0.025,0.040,3.33,*,*,正常
四川省,长江流域,纳溪大渡口,02-28 20:00,Ⅱ,15.0,8.07,9.62,497.9,11.6,0.74,0.025,0.023,0.95,*,*,正常
四川省,长江流域,两汇水,02-28 20:00,Ⅰ,13.0,7.64,10.97,127.2,8.6,0.39,0.025,0.019,1.76,*,*,正常
四川省,长江流域,太平渡,02-28 20:00,Ⅲ,15.5,8.17,9.05,602.7,36.7,2.53,0.116,0.120,4.26,*,*,正常
四川省,长江流域,八角,02-28 20:00,Ⅲ,13.2,8.16,9.76,666.0,5.9,3.09,0.102,0.136,2.88,*,*,正常
四川省,长江流域,象山,02-28 20:00,Ⅲ,11.2,7.65,8.73,485.1,17.5,4.25,0.211,0.045,1.36,*,*,正常
四川省,长江流域,双江桥,02-28 20:00,Ⅲ,15.2,8.15,10.26,923.6,117.6,2.68,0.025,0.187,2.84,*,*,正常
四川省,长江流域,三川,02-28 20:00,Ⅲ,13.7,8.20,10.14,938.2,126.3,2.83,0.178,0.143,4.34,*,*,正常
四川省,长江流域,西平镇,02-28 20:00,Ⅱ,14.8,8.61,16.80,669.0,22.6,3.86,0.030,0.045,2.98,*,*,正常
四川省,长江流域,平武水文站,02-28 16:00,Ⅰ,9.4,8.46,10.22,334.3,18.9,0.25,0.025,0.014,0.59,*,*,正常
四川省,长江流域,丰谷,02-28 16:00,Ⅱ,12.2,7.85,9.92,352.7,11.8,1.02,0.027,0.029,1.36,*,*,正常
四川省,长江流域,鲁班岛,02-28 16:00,劣Ⅴ,12.9,9.15,15.67,274.4,3.7,2.61,0.025,0.052,0.52,0.006,7562509,正常
四川省,长江流域,北川通口,02-28 16:00,Ⅱ,10.8,8.19,9.90,356.7,15.1,0.55,0.069,0.026,1.54,*,*,正常
四川省,长江流域,清风峡, ,,--,--,--,--,--,--,--,*,*,*,*,维护
四川省,长江流域,八庙沟,02-28 16:00,Ⅰ,11.2,8.03,11.51,427.8,4.7,0.25,0.025,0.008,1.58,*,*,正常
四川省,长江流域,姚渡,02-28 20:00,Ⅱ,9.3,8.48,9.82,448.6,39.2,0.66,0.044,0.025,0.82,*,*,正常
四川省,长江流域,苴国村,02-28 16:00,Ⅰ,10.5,8.35,10.82,370.0,8.1,0.40,0.025,0.007,0.71,*,*,正常
四川省,长江流域,上石盘, ,,--,--,--,--,--,--,--,--,--,*,*,不具备运行条件
四川省,长江流域,南渡,02-28 16:00,Ⅰ,12.7,8.12,11.35,608.7,6.5,0.96,0.025,0.019,1.55,*,*,正常
四川省,长江流域,文成镇,02-28 20:00,Ⅰ,13.2,8.70,13.53,312.0,21.5,0.93,0.025,0.009,0.57,*,*,正常
四川省,长江流域,大安,02-28 20:00,Ⅲ,14.0,8.48,19.75,684.0,21.2,5.99,0.033,0.056,2.13,*,*,正常
四川省,长江流域,百顷,02-28 20:00,Ⅱ,12.7,8.29,10.19,420.4,44.7,1.78,0.158,0.045,2.36,*,*,正常
四川省,长江流域,跑马滩,02-28 20:00,Ⅲ,14.3,8.20,10.21,550.5,9.5,4.17,0.314,0.028,1.10,*,*,正常
四川省,长江流域,梓江大桥,02-28 20:00,Ⅲ,12.6,8.37,14.16,476.7,4.8,5.82,0.025,0.055,1.78,*,*,正常
四川省,长江流域,大埂,02-28 20:00,Ⅱ,15.4,8.68,14.67,601.7,3.2,3.78,0.025,0.016,0.67,*,*,正常
四川省,长江流域,球溪河口,02-28 20:00,Ⅲ,13.7,8.64,13.42,586.9,9.4,4.43,0.109,0.142,3.03,*,*,正常
四川省,长江流域,岷江大桥,02-28 20:00,Ⅱ,14.3,8.08,11.28,555.5,10.0,2.11,0.074,0.079,1.99,*,*,正常
四川省,长江流域,李码头,02-28 16:00,Ⅱ,11.8,8.39,12.49,301.3,38.2,0.88,0.025,0.025,1.23,*,*,正常
四川省,长江流域,马边河河口,02-28 16:00,Ⅱ,13.2,8.24,12.98,298.6,1.6,0.93,0.025,0.059,1.19,*,*,正常
四川省,长江流域,悦来渡口,02-28 20:00,Ⅱ,13.9,8.14,10.33,545.6,45.0,1.33,0.110,0.080,3.17,*,*,正常
四川省,长江流域,木城镇,02-28 16:00,劣Ⅴ,12.9,8.25,10.86,292.0,16.4,23.57,0.025,0.022,1.08,*,*,正常
四川省,长江流域,姜公堰,02-28 20:00,Ⅱ,15.4,8.12,11.49,492.1,5.3,1.61,0.062,0.023,0.86,*,*,正常
四川省,长江流域,金溪电站,02-28 20:00,Ⅰ,12.4,7.83,10.09,359.2,12.2,1.04,0.082,0.016,1.08,*,*,正常
四川省,长江流域,升钟水库铁炉寺,02-28 20:00,Ⅱ,13.1,7.87,10.76,387.3,3.0,2.94,0.025,0.011,0.55,*,*,正常
四川省,长江流域,沙溪,02-28 20:00,Ⅰ,11.3,7.32,9.54,379.0,14.1,0.46,0.025,0.011,0.47,*,*,正常
四川省,长江流域,黄龙溪,02-28 16:00,Ⅱ,15.6,7.95,8.35,556.8,25.3,1.89,0.062,0.082,2.13,*,*,正常
四川省,长江流域,彭山岷江大桥,02-28 16:00,Ⅱ,15.4,8.37,11.53,536.5,110.8,1.88,0.041,0.073,3.58,*,*,正常
四川省,长江流域,龟都府,02-28 20:00,Ⅱ,10.5,8.06,10.20,279.6,9.7,0.40,0.051,0.045,1.08,*,*,正常
四川省,长江流域,两河口,02-28 20:00,Ⅱ,14.3,8.10,12.23,619.4,5.0,2.39,0.048,0.019,0.27,*,*,正常
四川省,长江流域,月波,02-28 20:00,Ⅱ,12.4,7.93,9.22,335.3,15.7,1.61,0.130,0.051,1.62,*,*,正常
四川省,长江流域,凉姜沟,02-28 20:00,Ⅱ,12.8,7.76,9.82,355.7,20.1,1.29,0.107,0.060,1.74,*,*,正常
四川省,长江流域,挂弓山,02-28 16:00,Ⅱ,15.2,7.98,9.82,504.4,6.8,0.59,0.025,0.024,0.95,*,*,正常
四川省,长江流域,石门子,02-28 16:00,Ⅰ,15.5,8.09,9.88,552.8,6.5,0.25,0.025,0.013,0.81,*,*,正常
四川省,长江流域,蔡家渡口,02-28 16:00,,15.0,7.95,9.36,780.2,6.4,--,0.025,0.086,3.02,*,*,维护
四川省,长江流域,三块石,02-28 16:00,Ⅰ,15.5,8.18,9.20,558.4,6.3,0.89,0.025,0.010,0.56,*,*,正常
四川省,长江流域,洛亥,02-28 20:00,Ⅱ,14.4,8.29,10.27,302.5,11.4,1.02,0.025,0.067,3.06,*,*,正常
四川省,长江流域,团堡岭,02-28 20:00,Ⅱ,12.1,8.12,10.59,437.0,10.9,2.35,0.071,0.050,2.40,*,*,正常
四川省,长江流域,上河坝,02-28 20:00,Ⅱ,12.1,7.84,9.27,864.8,7.3,3.76,0.159,0.081,2.29,*,*,正常
四川省,长江流域,江陵,02-28 20:00,Ⅰ,11.4,7.93,11.26,323.0,5.8,2.00,0.025,0.016,1.22,*,*,正常
四川省,长江流域,大蹬沟,02-28 20:00,Ⅰ,11.3,8.47,14.76,288.3,6.6,1.62,0.025,0.011,0.93,*,*,正常
四川省,长江流域,白兔乡,02-28 20:00,Ⅳ,12.9,8.90,18.16,432.7,9.7,7.58,0.122,0.070,2.93,*,*,正常
四川省,长江流域,联盟桥,02-28 20:00,Ⅲ,12.8,7.59,11.10,307.3,46.9,4.14,0.056,0.053,0.81,*,*,正常
四川省,长江流域,舵石盘,02-28 20:00,Ⅱ,11.1,8.00,11.69,498.2,14.8,3.18,0.279,0.076,3.04,*,*,正常
四川省,长江流域,车家河,02-28 20:00,Ⅱ,11.8,7.89,11.02,434.1,5.0,1.91,0.245,0.072,2.09,*,*,正常
四川省,长江流域,三谷庄,02-28 16:00,Ⅰ,11.5,8.33,10.22,273.4,1.9,0.25,0.025,0.018,0.79,*,*,正常
四川省,长江流域,大岗山,02-28 16:00,Ⅰ,7.1,8.54,11.58,284.4,1.4,0.25,0.025,0.005,0.43,*,*,正常
四川省,长江流域,手傍岩,02-28 20:00,Ⅲ,11.5,8.71,12.51,377.4,9.3,4.05,0.164,0.084,2.39,*,*,正常
四川省,长江流域,幸福村(河东元坝),02-28 20:00,Ⅱ,13.7,8.15,10.78,617.3,5.1,2.54,0.117,0.062,3.18,*,*,正常
四川省,长江流域,拱城铺渡口, ,,--,--,--,--,--,--,--,--,--,*,*,维护
四川省,长江流域,红光村,02-28 20:00,Ⅲ,14.5,7.71,11.32,700.6,5.3,5.59,0.025,0.066,1.57,*,*,正常
四川省,长江流域,两河,02-28 20:00,Ⅲ,14.2,7.90,9.82,809.2,19.9,5.41,0.103,0.083,2.37,*,*,正常
四川省,长江流域,县城马踏石点,02-28 16:00,,8.3,8.39,10.71,303.2,30.1,--,--,--,--,*,*,维护
四川省,长江流域,马尔邦碉王山庄,02-28 16:00,Ⅰ,8.2,8.67,10.02,224.0,12.8,0.33,0.025,0.005,0.46,*,*,正常
四川省,长江流域,渭门桥,02-28 16:00,Ⅰ,7.7,8.50,8.94,279.7,512.2,0.25,0.025,0.008,0.52,*,*,正常
四川省,长江流域,小水沟,02-28 16:00,Ⅰ,6.6,8.50,8.74,290.4,114.7,1.27,0.149,0.016,1.62,*,*,正常
四川省,长江流域,水磨沟村,02-28 20:00,Ⅰ,5.8,8.52,9.53,1279.6,13.6,1.01,0.025,0.005,0.51,*,*,正常
四川省,长江流域,礼板湾(王妃岛),02-28 16:00,Ⅱ,11.3,7.94,7.46,236.4,36.8,1.23,0.055,0.012,0.23,0.009,10000,正常
四川省,长江流域,昔街大桥,02-28 20:00,Ⅱ,14.9,7.51,7.89,262.8,75.8,0.66,0.064,0.026,2.45,*,*,正常
四川省,长江流域,阿七大桥,02-28 16:00,Ⅱ,14.4,7.92,8.63,226.2,64.1,1.19,0.045,0.044,1.14,*,*,正常
四川省,长江流域,邛海湖心,02-28 16:00,Ⅱ,15.0,8.22,8.59,331.0,2.8,1.48,0.025,0.010,0.45,0.001,37528,正常
贵州省,长江流域,棉花渡,02-28 20:00,Ⅱ,12.1,7.97,9.04,515.4,86.4,1.19,0.025,0.059,3.35,*,*,正常
贵州省,长江流域,贵铝泵房,02-28 16:00,Ⅱ,11.4,8.53,11.85,439.4,1.1,1.49,0.025,0.015,1.53,0.030,1541812,正常
贵州省,长江流域,花鱼洞,02-28 20:00,Ⅱ,10.1,8.04,8.61,370.2,3.8,2.02,0.025,0.014,0.91,0.013,1278784,正常
贵州省,长江流域,麦穰,02-28 20:00,Ⅲ,13.2,7.59,7.51,662.5,15.3,2.99,0.174,0.145,6.84,*,*,正常
贵州省,长江流域,大关桥,02-28 16:00,Ⅰ,13.2,8.21,9.36,446.8,9.8,0.61,0.070,0.011,3.12,*,*,正常
